"study","title","latitude","longitude","methods","habitat","native_species","native_family","native_growth_cycle","invasive_species","invasive_family","invasive_growth_cycle","invasion_phase","MAT","MAP","fraction","source","index","units","depth","M_native","SD_native","N_native","M_invasive","SD_invasive","N_invasive","lnRR","depth_raw","depth_bot","depth_mid","habitat_class","growth_cycle","basis","sd_imputed","yi","vi","obs"
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"MBC","T1","MBC","g/kg","20-40",0.48,0.08,3,0.39,0.03,3,"-0.20763936499999999","20-40",40,30,"wetland_coastal",NA,"concentration",FALSE,-0.211282801113988,0.0112316458470305,265
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"MBC","T1","MBC","g/kg","40-60",0.2,0.03,3,0.6,0.1,3,"1.0986122890000001","40-60",60,50,"wetland_coastal",NA,"concentration",FALSE,1.09949191829774,0.0167592592592593,266
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"MBC","T1","MBC","g/kg","60-80",0.21,0.01,3,1.14,0.16,3,"1.691676011","60-80",80,70,"wetland_coastal",NA,"concentration",FALSE,1.69458114317652,0.00732198080832826,267
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"MBC","T1","MBC","g/kg","80-100",0.37,0.03,3,0.64,0.03,3,"0.54796517099999997","80-100",100,90,"wetland_coastal",NA,"concentration",FALSE,0.547235691368068,0.00292380244475895,268
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.5145","114.0042","field","n/a","Pseudoroegneriaspicata(Pursh)ÁLöve","Poaceae","n/a","Bromustectorum L.","Poaceae","annual","invasive",NA,NA,"MBC","T1","MBC","mg/kg","n/a",869.41,172.5,5,477.99,80.08,5,"-0.59822500899999997","n/a",NA,NA,NA,"annual","concentration",FALSE,-0.599354884439901,0.0134869262391332,269
"R33","The effect of plant invasion on soil microbial carbon-­use efficiency in semi-­arid grasslands of the Rocky Mountain West","46.4048","114.0140","field","n/a","Elymuselymoides(Raf.)Swezey","Poaceae","n/a","Euphorbiaesula L.","EuphorbiaceaeJuss.","perennial","invasive",7.7,350,"MBC","T1","MBC","mg/kg","n/a",869.41,172.5,5,565.5,96.59,5,"-0.43010452500000002","n/a",NA,NA,NA,"perennial","concentration",FALSE,-0.431123773386216,0.0137081807752082,270
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.5145","114.0042","field","n/a","Koelariamacrantha(Ledeb.)Schult.","Poaceae","n/a","CentaureastoebeL.","AsteraceaeBercht.&J.Presl","annual","invasive",7.7,350,"MBC","T1","MBC","mg/kg","n/a",869.1,138.03,5,1143.59,277.14,5,"0.27446952299999999","n/a",NA,NA,NA,"annual","concentration",FALSE,0.277820129548119,0.0167906632147318,271
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.4048","114.0140","field","n/a","Boutelouagracilis(Willd.ExKunth)Lag.ExGriffiths","Poaceae","n/a","PotentillarectaLinn.","Rosaceae","perennial","invasive",7.7,350,"MBC","T1","MBC","mg/kg","n/a",903.79,66.49,5,653.3,107.19,5,"-0.32456059100000001","n/a",NA,NA,NA,"perennial","concentration",FALSE,-0.322409764724845,0.00646655066936689,272
"R36","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","F5","MBC","mg/kg","0-100",44.7058823529411,5.88,3,76.4705882352941,6.82,3,"0.53670131700000001","0-100",100,50,"wetland_coastal","perennial","concentration",FALSE,0.535243564148611,0.0084176891221514,273
"R36","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","F5","MBC","mg/kg","0-100",31.0588235294117,4.71,3,45.6470588235294,4.71,3,"0.39082789000000001","0-100",100,50,"wetland_coastal","perennial","concentration",FALSE,0.382997852506048,0.0112145875161664,274
"R38","Relationship among vegetation types and soil microbial biomass in the Loess Hilly region of China","36.254","109.3153","field","Forest","Platycladusorientalis(L.)Franco","Cupressaceae","n/a","Robiniapseudoacacia L.","Fabaceae","n/a","invasive",NA,NA,"MBC","F1","MBC","mg/kg","0-20",99.1983967935871,34.3465675140908,3,72.8657314629258,53.1046777600618,3,"-0.30846098300000002","0-20",20,10,"forest",NA,"concentration",FALSE,-0.23995854088761,0.217011677191509,275
"R38","Relationship among vegetation types and soil microbial biomass in the Loess Hilly region of China","36.254","109.3153","field","Forest","QuercuswutaishanseaMary","Fagaceae","n/a","Robiniapseudoacacia L.","Fabaceae","n/a","invasive",NA,NA,"MBC","F1","MBC","mg/kg","0-20",112.905811623246,46.2284360540133,3,72.8657314629258,53.1046777600618,3,"-0.43791401000000002","0-20",20,10,"forest",NA,"concentration",FALSE,-0.377350668872232,0.232931747413596,276
"R38","Relationship among vegetation types and soil microbial biomass in the Loess Hilly region of China","36.254","109.3153","field","Forest","bushes","n/a","n/a","Robiniapseudoacacia L.","Fabaceae","n/a","invasive",NA,NA,"MBC","F1","MBC","mg/kg","0-20",138.877755511022,32.4932731499921,3,72.8657314629258,53.1046777600618,3,"-0.644933219","0-20",20,10,"forest",NA,"concentration",FALSE,-0.565573973148269,0.195298068470399,277
"R39","Substrate availability regulates the suppressive effects of Canada goldenrod invasion on soil respiration","32.14","119.29","field","Shore","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",17.1,1272.1,"MBC","T1","MBC","(×10–1 mg C g−1 soil)","0-10",8.02,4,3,5.74,3.11,3,"-0.33447921200000003","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.327011643998643,0.180771583045732,278
"R39","Substrate availability regulates the suppressive effects of Cada goldenrod invasion on soil respiration","32.12","119.30","greenhouse","n/a","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",17.1,1272.1,"MBC","T2","MBC","(×10–1 mg C g−1 soil)","0-10",2.19,0.66,3,1.81,0.18,3,"-0.19057469899999999","0-10",10,5,NA,"perennial","concentration",FALSE,-0.204063696272255,0.0335712007787714,279
"R40","Effect of the invasion by Soildago canadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","0-10",81.1491935483871,7.06,5,237.096774193548,68.45,5,"1.0721826990000001","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,1.07975693555592,0.0181834252038908,280
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","0-10",82.5604838709677,20.46,5,237.096774193548,68.45,5,"1.0549566909999999","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,1.05713064171855,0.0289524000096191,281
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","0-10",166.532258064516,64.21,5,237.096774193548,68.45,5,"0.35330652000000001","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,0.346747667906946,0.0464026071771256,282
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","10-20",49.3951612903226,14.11,5,58.5685483870967,13.41,5,"0.17027219599999999","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,0.167427840351658,0.0268045774128236,283
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","10-20",48.6895161290322,8.47,5,58.5685483870967,13.41,5,"0.18474895","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,0.186950296863996,0.0165371392923492,284
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","10-20",40.2217741935483,14.11,5,58.5685483870967,13.41,5,"0.37585823600000001","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,0.368725305935754,0.0350975946742539,285
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",1050.19305019305,69.5,9,463.320463320463,30.89,9,"-0.81830841899999995","0-20",20,10,"forest","annual","concentration",FALSE,-0.818306687815595,0.000980508854212894,286
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",254.826254826254,38.61,9,254.826254826254,54.05,9,"0","0-20",20,10,"forest","annual","concentration",FALSE,0.00122399246380982,0.00754949497761968,287
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",1629.34362934362,146.72,9,1034.74903474903,84.94,9,"-0.45401517299999999","0-20",20,10,"forest","annual","concentration",FALSE,-0.454094465420603,0.00164967796471635,288
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",764.478764478764,92.66,9,370.65637065637,38.61,9,"-0.72391066400000004","0-20",20,10,"forest","annual","concentration",FALSE,-0.724132195214899,0.00283797258596849,289
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","30.1830-30.2455","119.2347-119.2827","field","turereserve","forest","n/a","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F1","MBC","mg/kg","0-20",769.635627530364,255.06,10,1075.70850202429,178.54,10,"0.334813315","0-20",20,10,NA,"annual","concentration",FALSE,0.330703560670187,0.0137375809758635,290
"R43","Effect of invasive plants Ambrosia artemisiifolia L. on soil carbon and nitrogen transition","26.124331","111.354871","field","Forest","TorilisscabraThunb.","Apiaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,NA,"MBC","T2","MBC","ug/kg","n/a",205.32,15.74,3,312.26,21.23,3,"0.41926643600000002","n/a",NA,NA,"forest","annual","concentration",FALSE,0.419057355708291,0.00349975967393678,291
"R44","Significant changes in soil microbial community structure and metabolic function after Mikania micrantha invasion","23.1305-23.1943","114.1921-114.2706","field","Forest","forest","MyrtaceaeJuss.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"MBC","T1","MBC","mg/kg","0-10",45.63,3.17,6,39.45,4.87,6,"-0.145531348","0-10",10,5,"forest","perennial","concentration",FALSE,-0.144663603928084,0.00334426622959513,292
"R45","Impacts of Ipomoea cairica and Wedelia trilobata invasion on soil chemical and microbiological characteristics","23.09","113.21","field","hill","Neyraudiareyudia","Poaceae","perennial","Ipomoeacairica (L.)Sweet)","Convolvulaceae","perennial","invasive",NA,NA,"MBC","T3","MBC","mg/kg","0-10",350.48,32.32,4,883.74,30.13,4,"0.92485925800000002","0-10",10,5,"grassland","perennial","concentration",FALSE,0.923941573296096,0.00241656134016525,293
"R45","Impacts of Ipomoea cairica and Wedelia trilobata invasion on soil chemical and microbiological characteristics","23.09","113.21","field","hill","Neyraudiareyudia","Poaceae","perennial","Sphagneticolatrilobata(L.)Pruski","AsteraceaeBercht.&J.Presl","perennial","invasive",15.3,1022,"MBC","T3","MBC","mg/kg","0-10",350.48,32.32,4,835.09,96.66,4,"0.86823585999999997","0-10",10,5,"grassland","perennial","concentration",FALSE,0.868847577199966,0.00547536565958146,294
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","F7","MBC","mg/kg","0-20",56.1679790026246,3.41,3,81.1023622047244,7.87,3,"0.36730015500000002","0-20",20,10,"wetland_coastal","perennial","concentration",FALSE,0.368320353906377,0.00436738064887459,295
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","F7","MBC","mg/kg","0-20",31.2335958005249,2.89,3,45.4068241469816,2.36,3,"0.37435317400000001","0-20",20,10,"wetland_coastal","perennial","concentration",FALSE,0.373191404557841,0.00375429736359044,296
"R47","Spartina alterniflora invasion affects methane emissions in the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","T2","MBC","mg/kg","0-20",45,10.6,4,76,14,4,"0.52407085099999995","0-20",20,10,"wetland_coastal","perennial","concentration",FALSE,0.521376737797568,0.0223549844396566,297
"R47","Spartina alterniflora invasion affects methane emissions in the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","T2","MBC","mg/kg","0-20",30.9,10.2,4,45.4,10.8,4,"0.384755921","0-20",20,10,"wetland_coastal","perennial","concentration",FALSE,0.3782090969185,0.0413883950977249,298
"R48","Non-linear impacts of Eucalyptus plantation stand age on soil microbial metabolic diversity","22.14-22.21","107.47-107.56","field","Forestfarm","Pinusmassonia Lamb.","PiceaeSpreng.exF.Rudolphi","n/a","EucalyptusurophyllaS.T.Blake&Eucalyptusgrandis W.HillexMaiden","MyrtaceaeJuss.","n/a","turalized",NA,NA,"MBC","T1","MBC","mg/kg","0-10",328.48,35.26,3,577.42,32.34,3,"0.56409395100000004","0-10",10,5,"forest",NA,"concentration",FALSE,0.562696346073957,0.0048864566532351,299
"R49","Changes in plant community and soil ecological indicators in response to Prosopis juliflora and Acacia mearnsii invasion and removal in two biodiversity hotspots in Southern India","10.2942","79.8579","field","plain","n/a","n/a","n/a","Prosopisjuliflora (Sw.)DC.","Fabaceae","n/a","turalized",29.5,1250,"MBC","T2","MBC","ug/g","0-10",231,39.0087656488567,12,292,48.258275544849,12,"0.234336092","0-10",10,5,"grassland",NA,"concentration",TRUE,0.23428595657252,0.00465252600597714,300
